DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,negative_score,positive_score,neutral_score,compound_score,High,Low,Open,close,volume,adj close,avg High,avg low,avg open,avg close,avg volume,avg adj close,trend
30-05-2022,"Panama Petrochem reports Q4 earnings.

▶️Net profit up 3.9% at ₹56.2 cr vs ₹54.1 cr (QoQ)

▶️Revenue down 0.2% at ₹508.2 cr vs ₹509.4 cr (QoQ)

▶️EBITDA up 2.6% at ₹69.5 cr vs ₹67.7 cr (QoQ)

▶️EBITDA margin at 13.7% vs 13.3% (QoQ)",PANAMAPET,Panama Petrochem Limited,Chemicals,Chemicals,EQ,30-Sep-11,2,1,INE305C01029,2,0,0.065,0.935,0.4404,264.75,272.3999939,267.1000061,268.8999939,261.6128235,340841,315.9200012,321.7600037,304.6300018,312.3499939,303.8853302,148788,bullish
30-05-2022,"LT Foods reports Q4 earnings.

▶️Net profit up 26.9% at Rs 71.5 Cr Vs Rs 56.4 Cr (YoY)

▶️Revenue up 32.4% at  Rs 1,526 Cr Vs Rs 1,153 Cr (YoY)

▶️EBITDA up 27% at Rs 152.5 Cr Vs Rs 120 Cr (YoY)

▶️Margin at 10% Vs 10.4% (YoY)",DAAWAT,LT Foods Limited,Misc,Misc,EQ,18-Dec-06,1,1,INE818H01020,1,0,0.058,0.942,0.4404,86,87.69999695,80.05000305,81.30000305,80.97738647,5077489,100.3099991,103.4700012,96.26999969,99.43000031,99.03543854,4329136.8,bearish
30-05-2022,"#JustIN | Jubilant Foodworks appoints Sameer Khetarpal as Chief Executive Officer & Managing Director

Alert: Sameer Khetarpal joins co from Amazon",JUBLFOOD,Jubilant Foodworks Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-Feb-10,2,1,INE797F01020,2,0,0.331,0.669,0.7845,529.75,573.75,547.2000122,566.8499756,565.6582642,16680979,589.9100037,611.0300049,576.0299988,599.6899963,598.4292603,6644912.4,bearish
30-05-2022,"Dixon Tech reports Q4 earnings.

▶️Cons net profit up 36% at Rs 63 Cr Vs Rs 46.4 Cr (QoQ)

▶️Cons revenue down 3.9% at Rs 2,953 Cr Vs Rs 3,073 Cr (QoQ)

▶️EBITDA up 14.7% at Rs 118.2 Cr Vs Rs 103 Cr (QoQ)

▶️Margin at 4% Vs 3.3% (QoQ)",63MOONS,63 moons technologies limited,Computers - Software,Computers - Software,EQ,20-Jun-05,2,1,INE111B01023,2,0,0.056,0.944,0.4404,173,173.3500061,176,173.3500061,173.3500061,56983,214.1099976,218.5099976,207.5199982,210.1900024,210.1900024,183561.8,bullish
30-05-2022,"Gayatri Projects Q4 

▶️Cons net loss at Rs 503.6 cr vs profit of Rs 18.6 cr (YoY) 

▶️Cons revenue at Rs 537.4 cr vs Rs 1,360 cr (YoY)

▶️Cons EBITDA loss of Rs 231.5 cr vs EBITDA of Rs 109 cr (YoY)",GAYAPROJ,Gayatri Projects Limited,Infrastructure,Infrastructure,EQ,22-Aug-11,2,1,INE336H01023,2,0.099,0.062,0.839,-0.1779,18.45000076,18.45000076,16.89999962,18.14999962,18.14999962,1530044,20.9,21.42999992,19.84000015,20.63999977,20.63999977,944042.8,bearish
30-05-2022,"Sun Pharma reports Q4 loss at Rs 2,277 cr; the company has reported a one-time loss of Rs 3,936 cr",SPARC,Sun Pharma Advanced Research Company Limited,Misc,Misc,EQ,18-Jul-07,1,1,INE232I01014,1,0.213,0,0.787,-0.5574,220.8999939,227.4499969,218.6499939,222.75,222.75,594819,264.0299988,268.5999969,255.3100006,260.6299988,260.6299988,642609.2,bearish
30-05-2022,Sun Pharma reappoints Dilip Shanghvi as MD for 5 years,DBL,Dilip Buildcon Limited,,,EQ,11-Aug-16,10,1,INE917M01012,10,0,0,1,0,226.1499939,243,224.6000061,235.9499969,235.849823,759723,271.6599976,279.3699982,265.45,270.65,270.5350891,435618.4,bearish
30-05-2022,"#MarketAtClose | Market gains for 3rd straight session to close at nearly 1-month high

Market sees broad-based gains with IT leading the upmove, Nifty IT up 4%

BSE cos gain market cap of more than Rs 10 lk cr in last three sessions",BSE,BSE Limited,,,EQ,03-Feb-17,2,1,INE118H01025,2,0,0.257,0.743,0.8957,680,696.8499756,688.8499756,689,673.4182739,890218,844.2600098,852.4300049,820.6900146,829.1599976,810.4085938,954356.2,bullish
30-05-2022,"Lux Industries (YoY)

- Revenue at Rs 587 cr vs Rs 596 cr, down 1.5% 
- EBITDA at Rs 107 cr vs Rs 124 cr, down 13.5% 
- PAT at Rs 74 cr vs Rs 91 cr, down 19.2% 
- Margin at 18.2% vs 20.8%",LUXIND,Lux Industries Limited,Textiles,Textiles,EQ,30-Nov-15,2,1,INE150G01020,2,0,0,1,0,2072,2215,1997,2156.600098,2156.600098,171337,2523.369995,2583.46001,2450.31001,2499.02002,2499.02002,75308.6,bearish
30-05-2022,"Trident reports Q4 earnings.

▶️Cons net profit at ₹181.2 cr vs 76.4 cr (YoY)

▶️Cons revenue up 39.0% at ₹1869.8 cr vs ₹1344.9 cr (YoY)

▶️Cons EBITDA up 42.4% at ₹337.60 cr vs ₹237.10 cr (YoY)

▶️Cons EBITDA margin at 18.06% vs 17.63% (YoY)",TRIDENT,Trident Limited,Textiles - Spinning - Cotton Blended,Textiles - Spinning - Cotton Blended,EQ,21-Feb-01,1,1,INE064C01022,1,0,0.063,0.937,0.4404,47,48.04999924,47,48.04999924,47.59538651,4665368,56.83000031,57.28999939,54.90999908,55.83999939,55.31168442,4627717.4,bearish
30-05-2022,Trident board approves raising up to Rs 500 cr via NCDs,TRIDENT,Trident Limited,Textiles - Spinning - Cotton Blended,Textiles - Spinning - Cotton Blended,EQ,21-Feb-01,1,1,INE064C01022,1,0,0.213,0.787,0.4019,47,48.04999924,47,48.04999924,47.59538651,4665368,56.83000031,57.28999939,54.90999908,55.83999939,55.31168442,4627717.4,bearish
30-05-2022,"#4QWithCNBCTV18 | Radico Khaitan reports Q4 earnings.

▶️Net profit at Rs 50.1 Cr Vs Rs 73.5 Cr (YoY)

▶️Revenue at Rs 3,224.4 Cr Vs Rs 2,946.4 Cr YoY",RADICO,Radico Khaitan Limited,Finance,Finance,EQ,18-Jun-03,2,1,INE944F01028,2,0,0.1,0.9,0.4404,826,827.7000122,760.5999756,815.75,813.4855957,178505,980.3,998.3200073,956.9899902,971.0900024,968.3943848,174161,bearish
30-05-2022,"Seamec reports Q4 earnings.

▶️Net profit at Rs 4.8 Cr Vs Rs 17.7 Cr (YoY)

▶️Revenue at Rs 85.2 Cr Vs Rs 96.8 Cr (YoY)",SEAMECLTD,Seamec Limited,Shipping,Shipping,EQ,28-Jun-95,10,1,INE497B01018,10,0,0.108,0.892,0.4404,1099,1136.449951,1022.599976,1076.550049,1076.550049,30106,1323.380005,1354.5,1258.61001,1299.280005,1299.280005,28583.8,bearish
30-05-2022,"NBCC reports Q4 earnings. 

▶️Cons net profit down 57.04% at ₹35.38 cr vs ₹82.36 cr (YoY)

▶️Cons revenue down 11.3% at ₹2,441.04 cr vs ₹2,752.63 cr (YoY)

▶️Cons EBITDA down 8.4% at ₹72.98 cr vs ₹79.70 cr (YoY)

▶️Cons EBITDA margin at 2.99% vs 2.9%  YoY",NBCC,NBCC (India) Limited,Construction,Construction,EQ,12-Apr-12,1,1,INE095N01031,1,0,0.061,0.939,0.4404,33.90000153,34.09999847,32.84999847,33.84999847,33.36013031,2486098,40.11999969,40.54000015,39.16999969,39.74999924,39.17474632,3797764.8,bearish
30-05-2022,"Dilip Buildcon reports Q4 earnings.

▶️Net loss at ₹55.50 cr vs profit of ₹123.67 cr (YoY)

▶️Cons revenue down 14% at ₹2,663.7 cr vs ₹3,135 cr (YoY)

▶️EBITDA down 62.6% at ₹218.63 cr vs ₹584.33 cr (YoY)

▶️EBITDA margin at 8.21% vs 18.64% (YoY)",DBL,Dilip Buildcon Limited,,,EQ,11-Aug-16,10,1,INE917M01012,10,0.049,0.061,0.89,0.1531,226.1499939,243,224.6000061,235.9499969,235.849823,759723,271.6599976,279.3699982,265.45,270.65,270.5350891,435618.4,bearish
30-05-2022,"Wockhardt Q4 (Cons)
▶️Net loss of Rs 311 cr vs loss of Rs 107 cr (YoY)

▶️Revenue up 3.5% at Rs 655 cr vs Rs 632 cr (YoY)

▶️EBITDA loss of Rs 33 cr vs loss of 66 cr (YoY)",WOCKPHARMA,Wockhardt Limited,Pharmaceuticals,Pharmaceuticals,EQ,23-Feb-00,5,1,INE049B01025,5,0.204,0,0.796,-0.802,270.7999878,274.4500122,254.6499939,268.6000061,268.6000061,434122,327.5,336.6600037,317.3099976,324.55,324.55,1010690.8,bearish
30-05-2022,"Rail Vikas Nigam reports Q4 earnings.

▶️Net profit down 1% at Rs 378.1 Cr Vs Rs 381.7 Cr (YoY)

▶️Revenue up 15.4% at Rs 6,437.5 Cr Vs Rs 5,577.9 Cr (YoY)

▶️EBITDA up 15.3% at Rs 408.3 Cr Vs Rs 354 Cr (YoY)

▶️Margin at 6.34% Vs 6.35% (YoY)",VIKASECO,Vikas EcoTech Limited,,,EQ,12-Dec-11,1,1,INE806A01020,1,0,0.057,0.943,0.4404,3.799999952,3.900000095,3.799999952,3.900000095,3.900000095,10812291,4.649999952,4.739999962,4.480000019,4.570000029,4.570000029,12921693,bearish
30-05-2022,"La Opala RG reports Q4 earnings.

▶️Net profit at Rs 18.6 Cr Vs Rs 19.9 Cr (YoY)

▶️Revenue at Rs 89.6 Cr Vs Rs 80.3 Cr (YoY)",LAOPALA,La Opala RG Limited,Glass & Glass Products,Glass & Glass Products,EQ,16-Mar-07,2,1,INE059D01020,2,0,0.1,0.9,0.4404,266.9500122,274.8999939,261.6499939,268.7000122,266.8057556,157154,329.6900024,336.7300049,313.3200012,322.4700012,320.1966797,251573,bearish
30-05-2022,"Hindustan Oil Exploration Company reports Q4 earnings.

▶️Net loss of Rs 10.8 Cr Vs profit of Rs 34.1 Cr (YoY)

▶️Revenue at Rs 38.2 Cr Vs Rs 23.3 Cr (YoY)",HCC,Hindustan Construction Company Limited,Construction,Construction,EQ,01-Apr-03,1,1,INE549A01026,1,0.067,0.141,0.792,0.3612,13.5,13.94999981,13.69999981,13.75,13.75,3589736,16.55000019,16.8,15.98999996,16.27000008,16.27000008,4123374,bullish
30-05-2022,"Jain Irrigation Systems reports Q4 earnings.

▶️Net profit at Rs 279 Cr Vs Rs 49 Cr (YoY)

▶️Revenue at Rs 2,983.6 Cr Vs Rs 1,793.8 Cr (YoY)",JISLDVREQS,Jain Irrigation Systems Limited,Plastics,Plastics,EQ,30-Nov-11,2,1,IN9175A01010,2,0,0.1,0.9,0.4404,19.89999962,20.95000076,20.5,20.14999962,20.14999962,9739,23.95,24.98000031,23.12999992,23.69000015,23.69000015,24606,bullish
30-05-2022,"Dish TV India reports Q4 earnings.

▶️Net loss of Rs 2,032 Cr Vs loss of Rs 1,415.2 Cr (YoY)

▶️Revenue at Rs 642.7 Cr Vs Rs 751.8 Cr (YoY)",DISHTV,Dish TV India Limited,Media & Entertainment,Media & Entertainment,EQ,18-Apr-07,1,1,INE836F01026,1,0.146,0,0.854,-0.5574,12.64999962,14,12.80000019,13.39999962,13.39999962,2729230,15.95999985,16.41000004,15.41000004,15.77000008,15.77000008,2211465.2,bearish
30-05-2022,"Bannari Amman Sugars reports Q4 earnings.

▶️Net profit at Rs 24.2 Cr Vs Rs 21.8 Cr (YoY)

▶️Revenue at Rs 461.8 Cr Vs Rs 372.3 Cr (YoY)",BANARISUG,Bannari Amman Sugars Limited,Textiles - General,Textiles - General,EQ,28-May-03,10,1,INE459A01010,10,0,0.1,0.9,0.4404,2548,2598,2452.199951,2547.399902,2538.147217,1941,3011.43999,3061.740039,2940.67002,3012.649951,3001.707324,2211.2,bearish
30-05-2022,"KNR Constructions reports Q4 earnings.

▶️Net profit at Rs 140.6 Cr Vs Rs 104.7 Cr (YoY)

▶️Revenue at Rs 1,102 Cr Vs Rs 990.5 Cr (YoY)",KNRCON,KNR Constructions Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,EQ,18-Feb-08,2,1,INE634I01029,2,0,0.104,0.896,0.4404,242,245.9499969,255,244.0500031,243.7973633,135224,283.6899994,289.2200012,274.1699982,283.9799988,283.6860199,296718.8,bullish
30-05-2022,"Marksans Pharma Q4

▶️Net profit at Rs 29.6 Cr Vs Rs 79.4 Cr (YoY)

▶️Revenue at Rs 418 Cr Vs Rs 330.1 Cr (YoY)",MARKSANS,Marksans Pharma Limited,Pharmaceuticals,Pharmaceuticals,EQ,21-Jan-02,1,1,INE750C01026,1,0,0.112,0.888,0.4404,47.04999924,48.5,44.70000076,48.25,48.01713181,472650,57.72999954,58.45,56.15999985,57.05999985,56.78461304,558725.8,bearish
30-05-2022,"#4QWithCNBCTV18 | D B Realty reports Q4 earnings.

▶️Net profit at Rs 506.4 Cr Vs loss of Rs 820.3 Cr (YoY)

▶️Revenue at Rs 195.6 Cr Vs Rs 4.7 Cr (YoY)",DBREALTY,D B Realty Limited,Auto Ancillaries,Auto Ancillaries,EQ,24-Feb-10,10,1,INE879I01012,10,0.074,0.093,0.833,0.1531,67,67,70.34999847,67,67,304615,80.76999969,81.71999969,77.08000107,79.34999847,79.34999847,156833.2,bullish
30-05-2022,"Titagarh Wagon reports Q4 earnings.

▶️Net loss of Rs 25.3 Cr Vs profit of Rs 0.7 Cr (YoY)

▶️Revenue at Rs 480.9 Cr Vs Rs 429.8 Cr (YoY)",TWL,Titagarh Wagons Limited,Engineering,Engineering,BE,21-Apr-08,2,1,INE615H01020,2,0.074,0.093,0.833,0.1531,103.1500015,104.3499985,98.5,102.6999969,102.6999969,268795,127.3200012,129,121.9700012,123.3400009,123.3400009,1204396.8,bearish
30-05-2022,"Monte Carlo Fashions reports Q4 earnings.

▶️Net profit at Rs 114 Cr Vs Rs 66.2 Cr (YoY)

▶️Revenue at Rs 904.3 Cr Vs Rs 622 Cr (YoY)",MONTECARLO,Monte Carlo Fashions Limited,Textiles - Readymade Apparels,Textiles - Readymade Apparels,EQ,19-Dec-14,10,1,INE950M01013,10,0,0.1,0.9,0.4404,503.7000122,530,524.6500244,507.2000122,495.3002014,92020,614.4499939,626.3099976,590.7100037,607.5599976,593.3055725,40026.8,bullish
30-05-2022,"NRB Bearings reports Q4 earnings.

▶️Net profit at Rs 16.9 Cr Vs Rs 34.6 Cr (YoY)

▶️Revenue at Rs 255.6 Cr Vs Rs 257.2 Cr (YoY)",NIBL,NRB Industrial Bearings Limited,,,EQ,09-Apr-13,2,1,INE047O01014,2,0,0.104,0.896,0.4404,22.70000076,22.70000076,21.20000076,21.79999924,21.79999924,4883,26.11000023,26.83000031,25.32999954,25.90999947,25.90999947,7709.6,bearish
30-05-2022,"LIC Q4

PAT at Rs 2,370 cr: Agencies
Net Premium Income at Rs 1.44 lk cr: Agencies",LICHSGFIN,LIC Housing Finance Limited,Finance,Finance,EQ,29-Jul-98,2,1,INE115A01026,2,0,0,1,0,379.3500061,384.75,376.2000122,382.0499878,366.8098755,2418037,451.5,457.1599976,446.4,452.3400024,434.2959961,3809349.4,bearish
31-05-2022,Adani Power Large Trade | 136.5 lakh shares (0.37% equity) worth ₹441.3 cr change hands,PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-Feb-07,10,1,INE134E01011,10,0,0.255,0.745,0.4767,110.5,111.9499969,110.3000031,111.3499985,105.4305801,2178121,131.0599991,132.2399994,129.2700012,130.85,123.8939514,3564693,bearish
31-05-2022,"Target FY23 revenue to be around ₹16,000-₹17,000 cr & capex of ₹340 cr in FY23, says Atul Lall of Dixon Tech",ATUL,Atul Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,06-May-98,10,1,INE100A01010,10,0,0,1,0,8321,8408.099609,8050,8145.200195,8113.73584,30592,9788.440039,9872.709961,9614.699902,9739.060156,9701.43877,48131.4,bearish
31-05-2022,"The e-commerce segment has grown by 100% for the company & 35-40% for the market. Will be profitable at a PAT level by end of FY23 & FY24, says Sahil Barua of @delhivery",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0,0.091,0.909,0.4404,133.5500031,138.8999939,134.3999939,136.8999939,135.0783081,382896,161.4,165.0399994,155.7700012,159.1899979,157.071701,688107.6,bullish
31-05-2022,"Property prices in India expected to increase 7.5% ,biggest rise in five years",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0,0.161,0.839,0.3182,768.3499756,779.2999878,770,777.75,755.4279785,339,923.1,941.0200073,904.5900024,921.7099976,895.2561768,3304.2,bullish
31-05-2022,"Tata Motors in focus

China to cut purchase tax on some passenger vehicles",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.149,0,0.851,-0.2732,443.9500122,449.5,439.6000061,443.5499878,443.5499878,22308219,516.2700012,521.4200012,507.2100037,515.7899963,515.7899963,20690767.6,bullish
31-05-2022,"Tata Motors in focus

China to cut purchase tax on some passenger vehicles",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.149,0,0.851,-0.2732,443.9500122,449.5,439.6000061,443.5499878,443.5499878,22308219,516.2700012,521.4200012,507.2100037,515.7899963,515.7899963,20690767.6,bullish
31-05-2022,"Tata Motors in focus

China to cut purchase tax on some passenger vehicles",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.149,0,0.851,-0.2732,443.9500122,449.5,439.6000061,443.5499878,443.5499878,22308219,516.2700012,521.4200012,507.2100037,515.7899963,515.7899963,20690767.6,bullish
31-05-2022,"Tata Motors in focus

China to cut purchase tax on some passenger vehicles",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.149,0,0.851,-0.2732,443.9500122,449.5,439.6000061,443.5499878,443.5499878,22308219,516.2700012,521.4200012,507.2100037,515.7899963,515.7899963,20690767.6,bullish
31-05-2022,"Tata Motors in focus

China to cut purchase tax on some passenger vehicles",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.149,0,0.851,-0.2732,443.9500122,449.5,439.6000061,443.5499878,443.5499878,22308219,516.2700012,521.4200012,507.2100037,515.7899963,515.7899963,20690767.6,bullish
31-05-2022,"Tata Motors in focus

China to cut purchase tax on some passenger vehicles",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.149,0,0.851,-0.2732,443.9500122,449.5,439.6000061,443.5499878,443.5499878,22308219,516.2700012,521.4200012,507.2100037,515.7899963,515.7899963,20690767.6,bullish
31-05-2022,"Tata Motors in focus

China to cut purchase tax on some passenger vehicles",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.149,0,0.851,-0.2732,443.9500122,449.5,439.6000061,443.5499878,443.5499878,22308219,516.2700012,521.4200012,507.2100037,515.7899963,515.7899963,20690767.6,bullish
31-05-2022,"Tata Motors in focus

China to cut purchase tax on some passenger vehicles",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.149,0,0.851,-0.2732,443.9500122,449.5,439.6000061,443.5499878,443.5499878,22308219,516.2700012,521.4200012,507.2100037,515.7899963,515.7899963,20690767.6,bullish
31-05-2022,"Tata Motors in focus

China to cut purchase tax on some passenger vehicles",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.149,0,0.851,-0.2732,443.9500122,449.5,439.6000061,443.5499878,443.5499878,22308219,516.2700012,521.4200012,507.2100037,515.7899963,515.7899963,20690767.6,bullish
31-05-2022,"Tata Motors in focus

China to cut purchase tax on some passenger vehicles",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.149,0,0.851,-0.2732,443.9500122,449.5,439.6000061,443.5499878,443.5499878,22308219,516.2700012,521.4200012,507.2100037,515.7899963,515.7899963,20690767.6,bullish
31-05-2022,"Tata Motors in focus

China to cut purchase tax on some passenger vehicles",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.149,0,0.851,-0.2732,443.9500122,449.5,439.6000061,443.5499878,443.5499878,22308219,516.2700012,521.4200012,507.2100037,515.7899963,515.7899963,20690767.6,bullish
31-05-2022,"Tata Motors in focus

China to cut purchase tax on some passenger vehicles",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.149,0,0.851,-0.2732,443.9500122,449.5,439.6000061,443.5499878,443.5499878,22308219,516.2700012,521.4200012,507.2100037,515.7899963,515.7899963,20690767.6,bullish
31-05-2022,"| Target over ₹20,000 crore revenue in FY23 with better PAT growth, says Rajesh Prasad of RVNL",RAJESHEXPO,Rajesh Exports Limited,Jewellery,Jewellery,EQ,09-Feb-00,1,1,INE343B01030,1,0,0.282,0.718,0.6705,554,579.5,546.0499878,541.6500244,540.7409668,322931,674.5400024,685.2299927,653.3300049,661.3300049,660.220105,157301.2,bullish
31-05-2022,Coffee Day Enterprises reports Q4 net profit at Rs 58.67 crore,COFFEEDAY,Coffee Day Enterprises Limited,Plantations - Tea & Coffee,Plantations - Tea & Coffee,EQ,02-Nov-15,10,1,INE335K01011,10,0,0.225,0.775,0.4404,45.65000153,46.90000153,44.5,44.95000076,44.95000076,1377593,51.69000015,53.56999969,50.61999969,51.43000031,51.43000031,1298747,bullish
31-05-2022,"Defence Ministry signs contract of Rs 2,971 cr with Bharat Dynamics",BBL,Bharat Bijlee Limited,Diversified,Diversified,EQ,21-Nov-06,10,1,INE464A01028,10,0,0.28,0.72,0.3612,1494.699951,1544.5,1500.099976,1497.349976,1482.11731,15615,1734.8,1779.940015,1702.02998,1733.380005,1715.746191,11059.2,bullish
31-05-2022,"#MarketAtClose | Reliance, Kotak Bank, Infosys & HDFC Bank drag market

Aarti Ind, Metropolis, Godrej Cons, Glenmark, AB Cap top Midcap losers

Upstream oil companies surge on rising crude prices, ONGC up 5%",AARTIDRUGS,Aarti Drugs Limited,Chemicals,Chemicals,EQ,19-Sep-03,10,1,INE767A01016,10,0.238,0.048,0.714,-0.802,425,431.5,426.4500122,425.5499878,424.4682617,62307,499.2700012,508.5100037,493.3200073,499.8099915,498.5394958,66586,bullish
31-05-2022,"Bata India Block Deal | JP Morgan is the banker for the deal.
 
Lock-in of 90 days post the #blockdeal.",BATAINDIA,Bata India Limited,Leather,Leather,EQ,18-Jun-03,5,1,INE176A01028,5,0.129,0.113,0.758,-0.0943,1887.900024,1895,1826,1877.300049,1829.360107,358743,2163.1,2199.12998,2112.73999,2172.75,2117.265259,542521.2,bearish
31-05-2022,Rail Vikas Nigam JV gets order worth Rs 560 cr for tunnel work,VIKASECO,Vikas EcoTech Limited,,,EQ,12-Dec-11,1,1,INE806A01020,1,0,0.137,0.863,0.2263,3.950000048,4.050000191,3.700000048,3.849999905,3.849999905,8724882,4.55,4.660000038,4.429999971,4.529999971,4.529999971,10880930.6,bearish
31-05-2022,"The government's #fiscaldeficit in April 2022 was Rs 74,846 cror 4.5%t of the full-year target, according to the #data released by the Controller General of Accounts. 

#GDP",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0,0,1,0,133.5500031,138.8999939,134.3999939,136.8999939,135.0783081,382896,161.4,165.0399994,155.7700012,159.1899979,157.071701,688107.6,bullish
01-06-2022,"May AutoSales | Bajaj Auto May vehicle sales at 275,868 units, up 1.5% YoY while motorcycle sales at 249,499 units, up 3.7% YoY",BAJAJ-AUTO,Bajaj Auto Limited,Sugar,Sugar,EQ,26-May-08,10,1,INE917I01010,10,0,0,1,0,3877.199951,3904,3666.350098,3720.100098,3585.437744,784215,4620.77002,4668.82998,4541.740039,4584.620068,4418.663232,655593.6,bearish
01-06-2022,#JustIn | Natco Pharma announces the launch of Sorafenib tablets for the treatment of late-stage kidney Cancer in US market,NATCOPHARM,Natco Pharma Limited,Pharmaceuticals,Pharmaceuticals,EQ,27-Dec-95,2,1,INE987B01026,2,0.196,0,0.804,-0.6597,692.1500244,729.5,693.2999878,710.7999878,706.0678711,1015212,813.2100098,835.4400024,787.95,819.7900024,814.3322876,1075103.2,bearish
01-06-2022,"LIC books profit of ₹42,000 crore from stock market",LICHSGFIN,LIC Housing Finance Limited,Finance,Finance,EQ,29-Jul-98,2,1,INE115A01026,2,0,0.266,0.734,0.4404,379,381.6000061,371.6499939,376.2000122,361.1932678,1281079,454.0200012,458.5,447.7200012,452.5,434.4496155,2964368,bullish
01-06-2022,Steel Strips May net turnover at ₹325.3 cr vs ₹165.7 cr (YoY),SAIL,Steel Authority of India Limited,Steel,Steel,EQ,06-Jul-95,10,1,INE114A01011,10,0,0,1,0,75.94999695,77,74.80000305,76.44999695,74.18070221,32105532,89.35999908,90.65,87.26999969,89.22999878,86.58135223,50234932.2,bearish
01-06-2022,One more stock 10% up today from our portfolio : Polyplex,POLYPLEX,Polyplex Corporation Limited,Packaging,Packaging,EQ,11-Apr-03,10,1,INE633B01018,10,0,0,1,0,2367.649902,2623.899902,2517.800049,2549.600098,2475.9375,928045,2727.609961,2838.97998,2666.260059,2762.28999,2682.482373,485385.8,bullish
01-06-2022,#JustIn | Angel One launches phase 1 of its Super App for limited users,SUPERSPIN,Super Spinning Mills Limited,Textiles,Textiles,EQ,08-Jul-04,1,1,INE662A01027,1,0.12,0.247,0.633,0.4588,11.44999981,12.10000038,11.05000019,11.30000019,11.30000019,20569,13.35,13.80000019,12.82999992,13.37999992,13.37999992,42067.4,bearish
01-06-2022,"#MayAutoSales | Tata Motors May EV sales at 3,454 units vs 476 units (YoY)

Alert:  May EV sales of 3,454 units highest ever in a month",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0,0.087,0.913,0.296,445.1000061,446,435.6499939,444.6000061,444.6000061,11930669,520.5100037,525.1200012,511.9300049,519.5599976,519.5599976,20171778,bearish
01-06-2022,"#MayAutoSales | Tata Motors May EV sales at 3,454 units vs 476 units (YoY)

Alert:  May EV sales of 3,454 units highest ever in a month",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0,0.087,0.913,0.296,445.1000061,446,435.6499939,444.6000061,444.6000061,11930669,520.5100037,525.1200012,511.9300049,519.5599976,519.5599976,20171778,bearish
01-06-2022,"#MayAutoSales | Tata Motors May EV sales at 3,454 units vs 476 units (YoY)

Alert:  May EV sales of 3,454 units highest ever in a month",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0,0.087,0.913,0.296,445.1000061,446,435.6499939,444.6000061,444.6000061,11930669,520.5100037,525.1200012,511.9300049,519.5599976,519.5599976,20171778,bearish
01-06-2022,"#MayAutoSales | Tata Motors May EV sales at 3,454 units vs 476 units (YoY)

Alert:  May EV sales of 3,454 units highest ever in a month",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0,0.087,0.913,0.296,445.1000061,446,435.6499939,444.6000061,444.6000061,11930669,520.5100037,525.1200012,511.9300049,519.5599976,519.5599976,20171778,bearish
